match_id,season,round,venue,home_team,away_team,url,is_playoff
8274,2017-2018,25,Stade Mayol,RC Toulon,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2017-2018/j25/8274-toulon-castres,0
8275,2017-2018,25,GGL Stadium,Montpellier Hérault Rugby,Section Paloise,https://top14.lnr.fr/feuille-de-match/2017-2018/j25/8275-montpellier-pau,0
8276,2017-2018,25,Stade Charles-Mathon,Oyonnax Rugby,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j25/8276-oyonnax-lyon,0
8277,2017-2018,25,Stade Jean-Bouin,Stade Français Paris,CA Brive,https://top14.lnr.fr/feuille-de-match/2017-2018/j25/8277-paris-brive,0
8278,2017-2018,25,Stade Armandie,SU Agen,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2017-2018/j25/8278-agen-clermont,0
8279,2017-2018,25,Stade Chaban-Delmas,Union Bordeaux-Bègles,Racing 92,https://top14.lnr.fr/feuille-de-match/2017-2018/j25/8279-bordeaux-begles-racing-92,0
8280,2017-2018,25,Stade Ernest-Wallon,Stade Toulousain,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2017-2018/j25/8280-toulouse-la-rochelle,0
8281,2017-2018,26,Stade Marcel-Michelin,ASM Clermont,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2017-2018/j26/8281-clermont-toulouse,0
8282,2017-2018,26,Stade Amédée-Domenech,CA Brive,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2017-2018/j26/8282-brive-bordeaux-begles,0
8283,2017-2018,26,Stade Pierre-Fabre,Castres Olympique,Oyonnax Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j26/8283-castres-oyonnax,0
8284,2017-2018,26,Stade de Gerland,LOU Rugby,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/j26/8284-lyon-montpellier,0
8285,2017-2018,26,Paris La Défense Arena,Racing 92,SU Agen,https://top14.lnr.fr/feuille-de-match/2017-2018/j26/8285-racing-92-agen,0
8286,2017-2018,26,Stade du Hameau,Section Paloise,RC Toulon,https://top14.lnr.fr/feuille-de-match/2017-2018/j26/8286-pau-toulon,0
8287,2017-2018,26,Stade Marcel-Deflandre,Stade Rochelais,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2017-2018/j26/8287-la-rochelle-paris,0
8289,2017-2018,27,Stade Mayol,RC Toulon,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/barrages/8289-toulon-lyon,1
8290,2017-2018,27,Stade Ernest-Wallon,Stade Toulousain,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2017-2018/barrages/8290-toulouse-castres,1
8291,2017-2018,28,Parc OL,Montpellier Hérault Rugby ,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/demi-finales/8291-montpellier-lyon,1
8292,2017-2018,28,Parc OL,Racing 92,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2017-2018/demi-finales/8292-racing-92-castres,1
8293,2017-2018,29,Stade de France,Montpellier Hérault Rugby ,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2017-2018/finale/8293-montpellier-castres,1
8288,2017-2018,30,Stade des Alpes,FC Grenoble Rugby,Oyonnax Rugby,https://top14.lnr.fr/feuille-de-match/2017-2018/match-daccession/8288-grenoble-oyonnax,1
8541,2018-2019,1,Stade Aimé-Giral,USA Perpignan,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j1/8541-perpignan-paris,0
8542,2018-2019,1,Stade Marcel-Michelin,ASM Clermont,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j1/8542-clermont-agen,0
8543,2018-2019,1,Stade de Gerland,LOU Rugby,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j1/8543-lyon-toulouse,0
8544,2018-2019,1,Stade Marcel-Deflandre,Stade Rochelais,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j1/8544-la-rochelle-grenoble,0
8545,2018-2019,1,Stade Chaban-Delmas,Union Bordeaux-Bègles,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j1/8545-bordeaux-begles-pau,0
8546,2018-2019,1,Stade Mayol,RC Toulon,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j1/8546-toulon-racing-92,0
8547,2018-2019,1,GGL Stadium,Montpellier Hérault Rugby,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j1/8547-montpellier-castres,0
8548,2018-2019,2,Stade du Hameau,Section Paloise,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j2/8548-pau-toulon,0
8549,2018-2019,2,Stade Pierre-Fabre,Castres Olympique,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j2/8549-castres-lyon,0
8550,2018-2019,2,GGL Stadium,Montpellier Hérault Rugby,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j2/8550-montpellier-la-rochelle,0
8551,2018-2019,2,Stade Jean-Bouin,Stade Français Paris,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j2/8551-paris-bordeaux-begles,0
8552,2018-2019,2,Stade des Alpes,FC Grenoble Rugby,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j2/8552-grenoble-toulouse,0
8553,2018-2019,2,Stade Armandie,SU Agen,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j2/8553-agen-perpignan,0
8554,2018-2019,2,Paris La Défense Arena,Racing 92,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j2/8554-racing-92-clermont,0
8555,2018-2019,3,Stade Chaban-Delmas,Union Bordeaux-Bègles,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j3/8555-bordeaux-begles-montpellier,0
8556,2018-2019,3,Stade Ernest-Wallon,Stade Toulousain,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j3/8556-toulouse-la-rochelle,0
8557,2018-2019,3,Paris La Défense Arena,Racing 92,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j3/8557-racing-92-agen,0
8558,2018-2019,3,Stade Aimé-Giral,USA Perpignan,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j3/8558-perpignan-lyon,0
8559,2018-2019,3,Stade Marcel-Michelin,ASM Clermont,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j3/8559-clermont-paris,0
8560,2018-2019,3,Stade des Alpes,FC Grenoble Rugby,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j3/8560-grenoble-pau,0
8561,2018-2019,3,Stade Mayol,RC Toulon,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j3/8561-toulon-castres,0
8562,2018-2019,4,Stade de Gerland,LOU Rugby,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j4/8562-lyon-montpellier,0
8563,2018-2019,4,Stade Pierre-Fabre,Castres Olympique,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j4/8563-castres-grenoble,0
8564,2018-2019,4,Stade du Hameau,Section Paloise,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j4/8564-pau-clermont,0
8565,2018-2019,4,Stade Armandie,SU Agen,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j4/8565-agen-bordeaux-begles,0
8566,2018-2019,4,Stade Ernest-Wallon,Stade Toulousain,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j4/8566-toulouse-racing-92,0
8567,2018-2019,4,Stade Marcel-Deflandre,Stade Rochelais,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j4/8567-la-rochelle-perpignan,0
8568,2018-2019,4,Stade Jean-Bouin,Stade Français Paris,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j4/8568-paris-toulon,0
8569,2018-2019,5,Stade Chaban-Delmas,Union Bordeaux-Bègles,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j5/8569-bordeaux-begles-clermont,0
8570,2018-2019,5,Stade des Alpes,FC Grenoble Rugby,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j5/8570-grenoble-perpignan,0
8571,2018-2019,5,Stade Mayol,RC Toulon,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j5/8571-toulon-agen,0
8572,2018-2019,5,Stade Marcel-Deflandre,Stade Rochelais,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j5/8572-la-rochelle-lyon,0
8573,2018-2019,5,Paris La Défense Arena,Racing 92,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j5/8573-racing-92-castres,0
8574,2018-2019,5,Stade du Hameau,Section Paloise,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j5/8574-pau-paris,0
8575,2018-2019,5,GGL Stadium,Montpellier Hérault Rugby,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j5/8575-montpellier-toulouse,0
8576,2018-2019,6,Stade Ernest-Wallon,Stade Toulousain,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j6/8576-toulouse-castres,0
8577,2018-2019,6,Stade de Gerland,LOU Rugby,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j6/8577-lyon-grenoble,0
8578,2018-2019,6,Stade Armandie,SU Agen,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j6/8578-agen-pau,0
8579,2018-2019,6,Stade Chaban-Delmas,Union Bordeaux-Bègles,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j6/8579-bordeaux-begles-la-rochelle,0
8580,2018-2019,6,Stade Aimé-Giral,USA Perpignan,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j6/8580-perpignan-montpellier,0
8581,2018-2019,6,Stade Marcel-Michelin,ASM Clermont,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j6/8581-clermont-toulon,0
8582,2018-2019,6,Stade Jean-Bouin,Stade Français Paris,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j6/8582-paris-racing-92,0
8583,2018-2019,7,Stade Marcel-Deflandre,Stade Rochelais,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j7/8583-la-rochelle-clermont,0
8584,2018-2019,7,Stade des Alpes,FC Grenoble Rugby,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j7/8584-grenoble-bordeaux-begles,0
8585,2018-2019,7,Paris La Défense Arena,Racing 92,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j7/8585-racing-92-lyon,0
8586,2018-2019,7,Stade du Hameau,Section Paloise,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j7/8586-pau-perpignan,0
8587,2018-2019,7,Stade Ernest-Wallon,Stade Toulousain,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j7/8587-toulouse-agen,0
8588,2018-2019,7,Stade Pierre-Fabre,Castres Olympique,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j7/8588-castres-paris,0
8589,2018-2019,7,GGL Stadium,Montpellier Hérault Rugby,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j7/8589-montpellier-toulon,0
8590,2018-2019,8,Stade Marcel-Michelin,ASM Clermont,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j8/8590-clermont-castres,0
8591,2018-2019,8,Paris La Défense Arena,Racing 92,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j8/8591-racing-92-pau,0
8592,2018-2019,8,Stade Armandie,SU Agen,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j8/8592-agen-grenoble,0
8593,2018-2019,8,Stade Aimé-Giral,USA Perpignan,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j8/8593-perpignan-toulouse,0
8594,2018-2019,8,Stade Jean-Bouin,Stade Français Paris,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j8/8594-paris-montpellier,0
8595,2018-2019,8,Stade Chaban-Delmas,Union Bordeaux-Bègles,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j8/8595-bordeaux-begles-lyon,0
8596,2018-2019,8,Stade Mayol,RC Toulon,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j8/8596-toulon-la-rochelle,0
8597,2018-2019,9,Stade des Alpes,FC Grenoble Rugby,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j9/8597-grenoble-clermont,0
8598,2018-2019,9,Stade Pierre-Fabre,Castres Olympique,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j9/8598-castres-pau,0
8599,2018-2019,9,Stade Mayol,RC Toulon,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j9/8599-toulon-perpignan,0
8600,2018-2019,9,Stade Marcel-Deflandre,Stade Rochelais,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j9/8600-la-rochelle-agen,0
8601,2018-2019,9,Stade Ernest-Wallon,Stade Toulousain,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j9/8601-toulouse-bordeaux-begles,0
8602,2018-2019,9,Stade de Gerland,LOU Rugby,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j9/8602-lyon-paris,0
8603,2018-2019,9,GGL Stadium,Montpellier Hérault Rugby,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j9/8603-montpellier-racing-92,0
8604,2018-2019,10,Stade Chaban-Delmas,Union Bordeaux-Bègles,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j10/8604-bordeaux-begles-toulon,0
8605,2018-2019,10,Paris La Défense Arena,Racing 92,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j10/8605-racing-92-grenoble,0
8606,2018-2019,10,Stade du Hameau,Section Paloise,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j10/8606-pau-toulouse,0
8607,2018-2019,10,Stade Armandie,SU Agen,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j10/8607-agen-montpellier,0
8608,2018-2019,10,Stade Aimé-Giral,USA Perpignan,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j10/8608-perpignan-castres,0
8609,2018-2019,10,Stade Jean-Bouin,Stade Français Paris,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j10/8609-paris-la-rochelle,0
8610,2018-2019,10,Stade Marcel-Michelin,ASM Clermont,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j10/8610-clermont-lyon,0
8611,2018-2019,11,GGL Stadium,Montpellier Hérault Rugby,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j11/8611-montpellier-clermont,0
8612,2018-2019,11,Stade Pierre-Fabre,Castres Olympique,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j11/8612-castres-agen,0
8613,2018-2019,11,Stade de Gerland,LOU Rugby,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j11/8613-lyon-pau,0
8614,2018-2019,11,Stade Marcel-Deflandre,Stade Rochelais,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j11/8614-la-rochelle-racing-92,0
8615,2018-2019,11,Stade Mayol,RC Toulon,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j11/8615-toulon-grenoble,0
8616,2018-2019,11,Stade Aimé-Giral,USA Perpignan,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j11/8616-perpignan-bordeaux-begles,0
8617,2018-2019,11,Stade Ernest-Wallon,Stade Toulousain,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j11/8617-toulouse-paris,0
8618,2018-2019,12,Stade Armandie,SU Agen,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j12/8618-agen-paris,0
8619,2018-2019,12,Stade Mayol,RC Toulon,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j12/8619-toulon-lyon,0
8620,2018-2019,12,Stade des Alpes,FC Grenoble Rugby,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j12/8620-grenoble-montpellier,0
8621,2018-2019,12,Paris La Défense Arena,Racing 92,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j12/8621-racing-92-perpignan,0
8622,2018-2019,12,Stade du Hameau,Section Paloise,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j12/8622-pau-la-rochelle,0
8623,2018-2019,12,Stade Pierre-Fabre,Castres Olympique,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j12/8623-castres-bordeaux-begles,0
8624,2018-2019,12,Stade Marcel-Michelin,ASM Clermont,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j12/8624-clermont-toulouse,0
8625,2018-2019,13,Stade de Gerland,LOU Rugby,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j13/8625-lyon-agen,0
8626,2018-2019,13,Stade Jean-Bouin,Stade Français Paris,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j13/8626-paris-grenoble,0
8627,2018-2019,13,Stade Marcel-Deflandre,Stade Rochelais,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j13/8627-la-rochelle-castres,0
8628,2018-2019,13,Stade Aimé-Giral,USA Perpignan,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j13/8628-perpignan-clermont,0
8629,2018-2019,13,GGL Stadium,Montpellier Hérault Rugby,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j13/8629-montpellier-pau,0
8630,2018-2019,13,Stade Chaban-Delmas,Union Bordeaux-Bègles,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j13/8630-bordeaux-begles-racing-92,0
8631,2018-2019,13,Stade Ernest-Wallon,Stade Toulousain,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j13/8631-toulouse-toulon,0
8632,2018-2019,14,Stade Jean-Bouin,Stade Français Paris,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j14/8632-paris-perpignan,0
8633,2018-2019,14,Stade des Alpes,FC Grenoble Rugby,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j14/8633-grenoble-castres,0
8634,2018-2019,14,GGL Stadium,Montpellier Hérault Rugby,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j14/8634-montpellier-lyon,0
8635,2018-2019,14,Stade du Hameau,Section Paloise,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j14/8635-pau-bordeaux-begles,0
8636,2018-2019,14,Stade Armandie,SU Agen,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j14/8636-agen-toulouse,0
8637,2018-2019,14,Paris La Défense Arena,Racing 92,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j14/8637-racing-92-toulon,0
8638,2018-2019,14,Stade Marcel-Michelin,ASM Clermont,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j14/8638-clermont-la-rochelle,0
8639,2018-2019,15,Stade Pierre-Fabre,Castres Olympique,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j15/8639-castres-clermont,0
8640,2018-2019,15,Stade Chaban-Delmas,Union Bordeaux-Bègles,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j15/8640-bordeaux-begles-agen,0
8641,2018-2019,15,Stade Marcel-Deflandre,Stade Rochelais,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j15/8641-la-rochelle-montpellier,0
8642,2018-2019,15,Stade Aimé-Giral,USA Perpignan,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j15/8642-perpignan-pau,0
8643,2018-2019,15,Stade de Gerland,LOU Rugby,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j15/8643-lyon-racing-92,0
8644,2018-2019,15,Stade Ernest-Wallon,Stade Toulousain,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j15/8644-toulouse-grenoble,0
8645,2018-2019,15,Stade Mayol,RC Toulon,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j15/8645-toulon-paris,0
8646,2018-2019,16,Stade Marcel-Michelin,ASM Clermont,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j16/8646-clermont-bordeaux-begles,0
8647,2018-2019,16,GGL Stadium,Montpellier Hérault Rugby,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j16/8647-montpellier-perpignan,0
8648,2018-2019,16,Stade du Hameau,Section Paloise,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j16/8648-pau-castres,0
8649,2018-2019,16,Stade Jean-Bouin,Stade Français Paris,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j16/8649-paris-lyon,0
8650,2018-2019,16,Stade Armandie,SU Agen,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j16/8650-agen-toulon,0
8651,2018-2019,16,Stade des Alpes,FC Grenoble Rugby,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j16/8651-grenoble-la-rochelle,0
8652,2018-2019,16,Paris La Défense Arena,Racing 92,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j16/8652-racing-92-toulouse,0
8653,2018-2019,17,Stade Mayol,RC Toulon,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j17/8653-toulon-pau,0
8654,2018-2019,17,Stade Ernest-Wallon,Stade Toulousain,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j17/8654-toulouse-montpellier,0
8655,2018-2019,17,Stade Chaban-Delmas,Union Bordeaux-Bègles,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j17/8655-bordeaux-begles-grenoble,0
8656,2018-2019,17,Stade Aimé-Giral,USA Perpignan,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j17/8656-perpignan-agen,0
8657,2018-2019,17,Stade Marcel-Deflandre,Stade Rochelais,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j17/8657-la-rochelle-paris,0
8658,2018-2019,17,Stade Pierre-Fabre,Castres Olympique,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j17/8658-castres-racing-92,0
8659,2018-2019,17,Stade de Gerland,LOU Rugby,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j17/8659-lyon-clermont,0
8660,2018-2019,18,Paris La Défense Arena,Racing 92,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j18/8660-racing-92-la-rochelle,0
8661,2018-2019,18,Stade Marcel-Michelin,ASM Clermont,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j18/8661-clermont-grenoble,0
8662,2018-2019,18,GGL Stadium,Montpellier Hérault Rugby,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j18/8662-montpellier-bordeaux-begles,0
8663,2018-2019,18,Stade du Hameau,Section Paloise,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j18/8663-pau-agen,0
8664,2018-2019,18,Stade de Gerland,LOU Rugby,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j18/8664-lyon-castres,0
8665,2018-2019,18,Stade Aimé-Giral,USA Perpignan,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j18/8665-perpignan-toulon,0
8666,2018-2019,18,Stade Jean-Bouin,Stade Français Paris,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j18/8666-paris-toulouse,0
8667,2018-2019,19,Stade Mayol,RC Toulon,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j19/8667-toulon-montpellier,0
8668,2018-2019,19,Stade Pierre-Fabre,Castres Olympique,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j19/8668-castres-perpignan,0
8669,2018-2019,19,Stade des Alpes,FC Grenoble Rugby,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j19/8669-grenoble-racing-92,0
8670,2018-2019,19,Stade Armandie,SU Agen,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j19/8670-agen-la-rochelle,0
8671,2018-2019,19,Stade Chaban-Delmas,Union Bordeaux-Bègles,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j19/8671-bordeaux-begles-paris,0
8672,2018-2019,19,Stade Marcel-Michelin,ASM Clermont,Section Paloise,https://top14.lnr.fr/feuille-de-match/2018-2019/j19/8672-clermont-pau,0
8673,2018-2019,19,Stade Ernest-Wallon,Stade Toulousain,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j19/8673-toulouse-lyon,0
8674,2018-2019,20,Stade de Gerland,LOU Rugby,RC Toulon,https://top14.lnr.fr/feuille-de-match/2018-2019/j20/8674-lyon-toulon,0
8675,2018-2019,20,Stade Jean-Bouin,Stade Français Paris,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j20/8675-paris-castres,0
8676,2018-2019,20,Stade du Hameau,Section Paloise,Montpellier Hérault Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j20/8676-pau-montpellier,0
8677,2018-2019,20,Stade Aimé-Giral,USA Perpignan,FC Grenoble Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j20/8677-perpignan-grenoble,0
8678,2018-2019,20,Stade Armandie,SU Agen,ASM Clermont,https://top14.lnr.fr/feuille-de-match/2018-2019/j20/8678-agen-clermont,0
8679,2018-2019,20,Paris La Défense Arena,Racing 92,Union Bordeaux-Bègles,https://top14.lnr.fr/feuille-de-match/2018-2019/j20/8679-racing-92-bordeaux-begles,0
8680,2018-2019,20,Stade Marcel-Deflandre,Stade Rochelais,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j20/8680-la-rochelle-toulouse,0
8681,2018-2019,21,Stade Mayol,RC Toulon,Stade Toulousain,https://top14.lnr.fr/feuille-de-match/2018-2019/j21/8681-toulon-toulouse,0
8682,2018-2019,21,Stade des Alpes,FC Grenoble Rugby,Stade Français Paris,https://top14.lnr.fr/feuille-de-match/2018-2019/j21/8682-grenoble-paris,0
8683,2018-2019,21,GGL Stadium,Montpellier Hérault Rugby,SU Agen,https://top14.lnr.fr/feuille-de-match/2018-2019/j21/8683-montpellier-agen,0
8684,2018-2019,21,Stade Chaban-Delmas,Union Bordeaux-Bègles,USA Perpignan,https://top14.lnr.fr/feuille-de-match/2018-2019/j21/8684-bordeaux-begles-perpignan,0
8685,2018-2019,21,Stade Pierre-Fabre,Castres Olympique,Stade Rochelais,https://top14.lnr.fr/feuille-de-match/2018-2019/j21/8685-castres-la-rochelle,0
8686,2018-2019,21,Stade du Hameau,Section Paloise,LOU Rugby,https://top14.lnr.fr/feuille-de-match/2018-2019/j21/8686-pau-lyon,0
8687,2018-2019,21,Stade Marcel-Michelin,ASM Clermont,Racing 92,https://top14.lnr.fr/feuille-de-match/2018-2019/j21/8687-clermont-racing-92,0
8688,2018-2019,22,Stade Chaban-Delmas,Union Bordeaux-Bègles,Castres Olympique,https://top14.lnr.fr/feuille-de-match/2018-2019/j22/8688-bordeaux-begles-castres,0
